Year,Month,Data_value
2011,9,1450.5
2011,1,1448.8
2011,11,1434.5
2011,12,1440.2
2012,1,1449.2
2012,2,1456.2
2012,3,1466
2012,4,1477.1
2012,5,1473
2012,6,1488
2012,7,1489.6
2012,8,1501.2
2012,9,1497.4
2012,1,1490.6
2012,11,1499.1
2012,12,1504.8
2013,1,1521
2013,2,1522.8
2013,3,1520.3
2013,4,1494.4
2013,5,1516.3
2013,6,1519.4
2013,7,1527
2013,8,1533.7
2013,9,1540.5
2013,1,1545.7
2013,11,1565.6
2013,12,1566.7
2014,1,1562
2014,2,1562.9
2014,3,1568.8
2014,4,1585.5
2014,5,1604.3
2014,6,1602.6
2014,7,1609.5
2014,8,1622.5
2014,9,1617.4
2014,1,1630.8
2014,11,1636.3
2014,12,1653.1
2015,1,1676.7
2015,2,1659.5
2015,3,1666.8
2015,4,1669.3
2015,5,1682.9
2015,6,1691.3
2015,7,1700.8
2015,8,1713.8
2015,9,1721.6
2015,1,1734.6
2015,11,1736
2015,12,1746.5
2016,1,1737.9
2016,2,1761.8
2016,3,1754.4
2016,4,1761
2016,5,1769.8
2016,6,1779.3
2016,7,1790.7
2016,8,1783.2
2016,9,1799.2
2016,1,1815.9
2016,11,1832.1
2016,12,1833.1
2017,1,1868.4
2017,2,1874.8
2017,3,1851.4
2017,4,1914.3
2017,5,1902.6
2017,6,1912.4
2017,7,1913.7
2017,8,1927
2017,9,1934.9
2017,1,1950.3
2017,11,1963.6
2017,12,1974.3
2018,1,1973.1
2018,2,1959.5
2018,3,1983.2
2018,4,1932.5
2018,5,1969.2
2018,6,1982.3
2018,7,1999.8
2018,8,2012.9
2018,9,2032
2018,1,2050.7
2018,11,2042.6
2018,12,2057.5
2019,1,2060.9
2019,2,2067.5
2019,3,2024.7
2019,4,2068.6
2019,5,2053.3
2019,6,2048.4
2019,7,2057.4
2019,8,2080.8
2019,9,2103.5
2019,1,2106.5
2019,11,2141.1
2019,12,2147.8
2020,1,2140.1
2020,2,2182
2020,3,2508.9
2020,4,2246
2020,5,2298.5
2020,6,2281.6
2020,7,2285.4
2020,8,2375.4
2020,9,2311.5
2020,1,2295.7
2020,11,2292.2
2020,12,2293.8
2021,1,2260.4
2021,2,2244.3
2021,3,2191.3
2021,4,2227.5
2021,5,2269.7
2021,6,2312.9
2021,7,2327.9
2002,1,686.6
2002,11,668.8
2002,12,686.8
2003,1,690.5
2003,2,691.4
2003,3,687.3
2003,4,702.9
2003,5,709.1
2003,6,708.1
2003,7,726.5
2003,8,728.8
2003,9,729.4
2003,1,738.9
2003,11,747.8
2003,12,752.1
2004,1,733.7
2004,2,739.2
2004,3,748.9
2004,4,756.3
2004,5,763
2004,6,761.9
2004,7,773.5
2004,8,778.5
2004,9,778.8
2004,1,776.8
2004,11,783.2
2004,12,767.9
2005,1,802.3
2005,2,809.3
2005,3,814.2
2005,4,817.7
2005,5,810.7
2005,6,826.3
2005,7,830.7
2005,8,830.7
2005,9,833.6
2005,1,840.4
2005,11,838.8
2005,12,811.2
2006,1,844
2006,2,843.5
2006,3,859.6
2006,4,855.7
2006,5,871
2006,6,883.3
2006,7,872.1
2006,8,877.6
2006,9,886.8
2006,1,897.2
2006,11,893.3
2006,12,896.4
2007,1,914.8
2007,2,928.5
2007,3,929.4
2007,4,937.6
2007,5,921.1
2007,6,951.7
2007,7,940
2007,8,949.2
2007,9,961.3
2007,1,948.2
2007,11,954.3
2007,12,942.1
2008,1,936.3
2008,2,945.4
2008,3,927.7
2008,4,927.5
2008,5,927.3
2008,6,915.1
2008,7,929.5
2008,8,936.6
2008,9,928.8
2008,1,935.8
2008,11,932.1
2008,12,950
2009,1,937.2
2009,2,943.7
2009,3,934.6
2009,4,939.2
2009,5,944.4
2009,6,923.2
2009,7,937.8
2009,8,946
2009,9,945.4
2009,1,938.2
2009,11,945.3
2009,12,940.5
2010,1,943
2010,2,936.5
2010,3,961
2010,4,926.3
2010,5,942
2010,6,942.5
2010,7,946
2010,8,943.8
2010,9,987.6
2010,1,925.6
2010,11,946.5
2010,12,950.4
2011,1,956.7
2011,2,933.5
2011,3,963.3
2011,4,966.2
2011,5,955.3
2011,6,973.2
2011,7,985.6
2011,8,963.1
2011,9,974.2
2011,1,977.2
2011,11,978.3
2011,12,979.3
2012,1,988.3
2012,2,984.2
2012,3,983.8
2012,4,984.7
2012,5,996.8
2012,6,1005
2012,7,999.5
2012,8,1003.8
2012,9,1006.2
2012,1,1005.4
2012,11,1021.6
2012,12,1032.9
2013,1,1032.1
2013,2,1036.1
2013,3,1029.8
2013,4,1057.7
2013,5,1053.8
2013,6,1066.1
2013,7,1060.2
2013,8,1082.2
2013,9,1054.3
2013,1,1076.4
2013,11,1076
2013,12,1079
2014,1,1065.2
2014,2,1072.4
2014,3,1078.8
2014,4,1081.4
2014,5,1091.9
2014,6,1081.4
2014,7,1098.3
2014,8,1097.9
2014,9,1095.7
2014,1,1116.8
2014,11,1119.1
2014,12,1126.5
2015,1,1134.8
2015,2,1142
2015,3,1145
2015,4,1134.4
2015,5,1151.4
2015,6,1147.5
2015,7,1150.4
2015,8,1174
2015,9,1183
2015,1,1187
2015,11,1178.9
2015,12,1192.5
2016,1,1188.5
2016,2,1199.5
2016,3,1206.1
2016,4,1213.9
2016,5,1212.8
2016,6,1228.8
2016,7,1229.2
2016,8,1210.3
2016,9,1232.7
2016,1,1226.9
2016,11,1202.9
2016,12,1215.7
2017,1,1281
2017,2,1260.5
2017,3,1263.1
2017,4,1276.7
2017,5,1285.4
2017,6,1274.3
2017,7,1293.1
2017,8,1281.3
2017,9,1271
2017,1,1296.7
2017,11,1299.8
2017,12,1315.3
2018,1,1316.5
2018,2,1316.1
2018,3,1341.7
2018,4,1327.2
2018,5,1341
2018,6,1339.3
2018,7,1343.9
2018,8,1353.1
2018,9,1364.6
2018,1,1373.4
2018,11,1363.7
2018,12,1357.6
2019,1,1399.5
2019,2,1390.7
2019,3,1373.2
2019,4,1394
2019,5,1385.6
2019,6,1406.9
2019,7,1400.1
2019,8,1420
2019,9,1407.6
2019,1,1408.4
2019,11,1469.5
2019,12,1471
2020,1,1475
2020,2,1499.5
2020,3,1431.9
2020,4,387
2020,5,1516.8
2020,6,1741.9
2020,7,1667.3
2020,8,1499.6
2020,9,1663.5
2020,1,1618.5
2020,11,1621.6
2020,12,1562.3
2021,1,1597.1
2021,2,1590.8
2021,3,1629.5
2021,4,1655.8
2021,5,1693.8
2021,6,1700.7
2021,7,1705.2
2002,1,303.7
2002,11,304.3
2002,12,306.6
2003,1,310.1
2003,2,317.5
2003,3,317.4
2003,4,319.4
2003,5,309.4
2003,6,305.2
2003,7,306.5
2003,8,312.2
2003,9,315.1
2003,1,307.3
2003,11,314.6
2003,12,324.7
2004,1,323.1
2004,2,324.1
2004,3,329.5
2004,4,336.2
2004,5,339.2
2004,6,342.4
2004,7,346.5
2004,8,345.1
2004,9,353
2004,1,351.2
2004,11,356.5
2004,12,361.3
2005,1,360.7
2005,2,359.9
2005,3,365
2005,4,365.4
2005,5,367.7
2005,6,375.7
2005,7,380.5
2005,8,375.6
2005,9,374.9
2005,1,379.4
2005,11,383.7
2005,12,382.5
2006,1,392.6
2006,2,396.4
2006,3,394.6
2006,4,403.5
2006,5,402.8
2006,6,408
2006,7,412.5
2006,8,421.4
2006,9,423.6
2006,1,433.1
2006,11,441.3
2006,12,443.8
2007,1,448.9
2007,2,453.6
2007,3,454.7
2007,4,456.2
2007,5,463.8
2007,6,467.9
2007,7,469.4
2007,8,474.4
2007,9,478.3
2007,1,465.1
2007,11,480.1
2007,12,482
2008,1,482.8
2008,2,487.3
2008,3,491
2008,4,488.8
2008,5,491.2
2008,6,484.3
2008,7,484.2
2008,8,491.7
2008,9,490
2008,1,492.7
2008,11,492.8
2008,12,497.6
2009,1,494.9
2009,2,498.9
2009,3,502.5
2009,4,502.2
2009,5,505.7
2009,6,497.4
2009,7,506.9
2009,8,511.1
2009,9,514.7
2009,1,513.3
2009,11,511.6
2009,12,517.7
2010,1,516.7
2010,2,524.3
2010,3,532.7
2010,4,523.4
2010,5,525.6
2010,6,530.4
2010,7,533
2010,8,528.3
2010,9,533.7
2010,1,540
2010,11,546.7
2010,12,546.6
2011,1,553.3
2011,2,554.6
2011,3,557.4
2011,4,566.9
2011,5,570.3
2011,6,579.4
2011,7,592.6
2011,8,589.9
2011,9,594.5
2011,1,601.4
2011,11,589.3
2011,12,585
2012,1,595.7
2012,2,588.9
2012,3,594
2012,4,600.2
2012,5,604.6
2012,6,618.3
2012,7,608.4
2012,8,616
2012,9,618.6
2012,1,620.9
2012,11,625.8
2012,12,627.1
2013,1,631
2013,2,629.2
2013,3,637.3
2013,4,646.8
2013,5,654.7
2013,6,662.2
2013,7,670.2
2013,8,669.6
2013,9,670.2
2013,1,682.4
2013,11,683.1
2013,12,692.5
2014,1,696
2014,2,702.7
2014,3,707.9
2014,4,714.2
2014,5,728.6
2014,6,729
2014,7,726.2
2014,8,739.8
2014,9,742.9
2014,1,745.8
2014,11,757.7
2014,12,763.8
2015,1,755.8
2015,2,781.3
2015,3,785.1
2015,4,784.5
2015,5,793.1
2015,6,794.3
2015,7,797.7
2015,8,811.4
2015,9,824.1
2015,1,812.2
2015,11,840.8
2015,12,855.9
2016,1,853.5
2016,2,871.2
2016,3,878.1
2016,4,891.1
2016,5,890.5
2016,6,902.7
2016,7,925
2016,8,926.1
2016,9,936.8
2016,1,941.8
2016,11,939.8
2016,12,944.1
2017,1,964.1
2017,2,956.2
2017,3,956.5
2017,4,965.7
2017,5,972.8
2017,6,986.8
2017,7,981.5
2017,8,983.7
2017,9,987.9
2017,1,1002.8
2017,11,1014.7
2017,12,1014.2
2018,1,1032.2
2018,2,1032.1
2018,3,1041.1
2018,4,1029.3
2018,5,1031.3
2018,6,1035.7
2018,7,1042.2
2018,8,1053.7
2018,9,1064.7
2018,1,1067.2
2018,11,1077.9
2018,12,1082.9
2019,1,1094.4
2019,2,1100.4
2019,3,1095.1
2019,4,1099.7
2019,5,1088.4
2019,6,1084
2019,7,1085.9
2019,8,1103.8
2019,9,1120.5
2019,1,1116.7
2019,11,1137
2019,12,1141.7
2020,1,1134.8
2020,2,1129.1
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,73.5
2002,11,73
2002,12,74.8
2003,1,75.1
2003,2,74.6
2003,3,75
2003,4,75.1
2003,5,77.5
2003,6,77.1
2003,7,78.9
2003,8,80.7
2003,9,80.7
2003,1,81.5
2003,11,83.4
2003,12,84.9
2004,1,85.4
2004,2,85
2004,3,87.9
2004,4,90.9
2004,5,89.5
2004,6,91.6
2004,7,91.8
2004,8,91.4
2004,9,94
2004,1,94.2
2004,11,95.7
2004,12,96.6
2005,1,97.2
2005,2,100.6
2005,3,94.9
2005,4,105.9
2005,5,101.2
2005,6,103.1
2005,7,103.4
2005,8,104.2
2005,9,105
2005,1,106.2
2005,11,106.8
2005,12,105.8
2006,1,108
2006,2,109
2006,3,109.4
2006,4,109.4
2006,5,112.3
2006,6,113.7
2006,7,115.4
2006,8,116.2
2006,9,116.6
2006,1,118.6
2006,11,120.2
2006,12,121.1
2007,1,122
2007,2,123.2
2007,3,125.1
2007,4,122.9
2007,5,127.9
2007,6,127.3
2007,7,128.5
2007,8,130.4
2007,9,130.8
2007,1,131.4
2007,11,131.8
2007,12,133.6
2008,1,135.1
2008,2,135.2
2008,3,129.1
2008,4,141.6
2008,5,136.9
2008,6,137
2008,7,137.8
2008,8,138.8
2008,9,139.8
2008,1,139.3
2008,11,138.8
2008,12,139.8
2009,1,140
2009,2,140.3
2009,3,142.2
2009,4,145.2
2009,5,142.9
2009,6,144.1
2009,7,145.4
2009,8,145.9
2009,9,146.3
2009,1,147
2009,11,146.8
2009,12,148.3
2010,1,148.4
2010,2,148.9
2010,3,152.6
2010,4,149
2010,5,147.7
2010,6,151.8
2010,7,152
2010,8,152.7
2010,9,154.4
2010,1,153.8
2010,11,155.8
2010,12,156.3
2011,1,155.5
2011,2,157.6
2011,3,157.7
2011,4,159.4
2011,5,159.3
2011,6,161.5
2011,7,161.8
2011,8,162.8
2011,9,162.8
2011,1,165.6
2011,11,165.4
2011,12,164.9
2012,1,167.2
2012,2,168.5
2012,3,169
2012,4,169.4
2012,5,171
2012,6,171.9
2012,7,172.9
2012,8,174.4
2012,9,176.8
2012,1,176.1
2012,11,176
2012,12,177.9
2013,1,179.2
2013,2,180
2013,3,177.4
2013,4,187.6
2013,5,183.7
2013,6,184.4
2013,7,185.5
2013,8,189.3
2013,9,191.8
2013,1,205.2
2013,11,203.2
2013,12,205.4
2014,1,205.7
2014,2,207.8
2014,3,211.5
2014,4,210.6
2014,5,214.5
2014,6,213.4
2014,7,209.4
2014,8,211.4
2014,9,212.1
2014,1,212.8
2014,11,219.4
2014,12,220
2015,1,220.2
2015,2,222.1
2015,3,227.8
2015,4,223.6
2015,5,225.6
2015,6,229.6
2015,7,236.3
2015,8,233.7
2015,9,234.9
2015,1,232
2015,11,231.1
2015,12,233.9
2016,1,239
2016,2,236
2016,3,232.1
2016,4,259.1
2016,5,243.3
2016,6,245.2
2016,7,247.8
2016,8,245.9
2016,9,247.1
2016,1,251
2016,11,246.5
2016,12,250.7
2017,1,257.7
2017,2,263.4
2017,3,265.6
2017,4,267.4
2017,5,269
2017,6,270
2017,7,272.8
2017,8,277.5
2017,9,274.4
2017,1,277.4
2017,11,280.1
2017,12,280.3
2018,1,278.8
2018,2,282.2
2018,3,280.2
2018,4,296.5
2018,5,286.2
2018,6,287.9
2018,7,290.3
2018,8,290.8
2018,9,295
2018,1,295.6
2018,11,295.9
2018,12,297.3
2019,1,299.1
2019,2,301
2019,3,303.9
2019,4,299.9
2019,5,302.3
2019,6,302.3
2019,7,303
2019,8,306.3
2019,9,307.2
2019,1,310.9
2019,11,315.6
2019,12,311.5
2020,1,312
2020,2,311.2
2020,3,241
2020,4,38.1
2020,5,258.8
2020,6,321.1
2020,7,319
2020,8,270.6
2020,9,323.3
2020,1,318.5
2020,11,319.7
2020,12,323.2
2021,1,323.1
2021,2,310.8
2021,3,320.3
2021,4,320.2
2021,5,335.1
2021,6,342.4
2021,7,340.7
2002,1,180
2002,11,173.6
2002,12,183.3
2003,1,182.7
2003,2,183
2003,3,183.2
2003,4,180.8
2003,5,186.6
2003,6,182.9
2003,7,191.3
2003,8,189.8
2003,9,188.9
2003,1,192.6
2003,11,192.3
2003,12,196.7
2004,1,194
2004,2,194.6
2004,3,201.6
2004,4,200.5
2004,5,196.1
2004,6,195.8
2004,7,199
2004,8,200.6
2004,9,201.1
2004,1,199.2
2004,11,211.1
2004,12,201
2005,1,205.2
2005,2,210.7
2005,3,203.9
2005,4,209.8
2005,5,206.4
2005,6,211.2
2005,7,213.9
2005,8,212.7
2005,9,215.8
2005,1,219.1
2005,11,218.2
2005,12,212.9
2006,1,215.4
2006,2,214.6
2006,3,231.9
2006,4,210.2
2006,5,227
2006,6,229.6
2006,7,221.4
2006,8,225.3
2006,9,230.6
2006,1,231.5
2006,11,233.7
2006,12,235.9
2007,1,240.1
2007,2,239.4
2007,3,242.5
2007,4,241.8
2007,5,235.1
2007,6,251.2
2007,7,248.4
2007,8,251.9
2007,9,253.2
2007,1,247.4
2007,11,246.3
2007,12,246.2
2008,1,246.8
2008,2,245.1
2008,3,235.4
2008,4,245.8
2008,5,240.7
2008,6,234.3
2008,7,243.9
2008,8,245.2
2008,9,237.1
2008,1,245.3
2008,11,245.2
2008,12,251.2
2009,1,251
2009,2,259.3
2009,3,259.8
2009,4,252.4
2009,5,258.6
2009,6,243.7
2009,7,255.6
2009,8,255.9
2009,9,259.6
2009,1,251.2
2009,11,254.2
2009,12,258.8
2010,1,252.7
2010,2,257.2
2010,3,256.3
2010,4,251.9
2010,5,259.6
2010,6,260.5
2010,7,257.3
2010,8,258.4
2010,9,259
2010,1,262.6
2010,11,264.1
2010,12,262.1
2011,1,262.6
2011,2,255.1
2011,3,259.6
2011,4,268.4
2011,5,260.3
2011,6,266.7
2011,7,277.1
2011,8,269.8
2011,9,273.7
2011,1,285.7
2011,11,272.2
2011,12,267.2
2012,1,276.8
2012,2,273.2
2012,3,279.5
2012,4,264.3
2012,5,279.8
2012,6,277.5
2012,7,274.9
2012,8,280.8
2012,9,281.3
2012,1,278.9
2012,11,280.9
2012,12,277.6
2013,1,280.7
2013,2,276.5
2013,3,262.2
2013,4,286.8
2013,5,282.9
2013,6,289.2
2013,7,279.1
2013,8,280.9
2013,9,277.6
2013,1,288.3
2013,11,285.2
2013,12,287.4
2014,1,283.8
2014,2,286
2014,3,281.8
2014,4,279.4
2014,5,285.1
2014,6,281.5
2014,7,287.7
2014,8,286.6
2014,9,285.5
2014,1,285.8
2014,11,281.2
2014,12,288.4
2015,1,284.5
2015,2,291
2015,3,291.9
2015,4,291.3
2015,5,290.9
2015,6,285.8
2015,7,296.4
2015,8,299.2
2015,9,300.5
2015,1,296.1
2015,11,303.6
2015,12,309.4
2016,1,302.8
2016,2,304.2
2016,3,300.9
2016,4,305.2
2016,5,305.6
2016,6,315
2016,7,309.4
2016,8,304.2
2016,9,310.1
2016,1,314.1
2016,11,299.7
2016,12,310.7
2017,1,324.9
2017,2,314
2017,3,320.6
2017,4,313.6
2017,5,320.3
2017,6,311.9
2017,7,320.9
2017,8,317.8
2017,9,314.2
2017,1,315.6
2017,11,319.7
2017,12,320.2
2018,1,317.4
2018,2,317.1
2018,3,314.5
2018,4,313.8
2018,5,309.4
2018,6,311.2
2018,7,308.9
2018,8,313.4
2018,9,321
2018,1,316.9
2018,11,312.7
2018,12,313.2
2019,1,323.4
2019,2,324.1
2019,3,312.4
2019,4,318.4
2019,5,312.5
2019,6,319
2019,7,310.6
2019,8,322.1
2019,9,314.1
2019,1,312
2019,11,316.3
2019,12,313.8
2020,1,313.8
2020,2,311.9
2020,3,210
2020,4,35.5
2020,5,243.2
2020,6,337.2
2020,7,358.7
2020,8,259.8
2020,9,331.9
2020,1,339.1
2020,11,345.2
2020,12,337.6
2021,1,329.2
2021,2,320.1
2021,3,313.1
2021,4,340.7
2021,5,358.1
2021,6,340
2021,7,352.4
2002,1,52.3
2002,11,52
2002,12,52.8
2003,1,53.8
2003,2,54
2003,3,54.8
2003,4,54.2
2003,5,57
2003,6,56.4
2003,7,59.2
2003,8,58.5
2003,9,59.9
2003,1,60.5
2003,11,61.5
2003,12,61.6
2004,1,61.1
2004,2,61.6
2004,3,63.3
2004,4,64.4
2004,5,64.8
2004,6,66.2
2004,7,66
2004,8,66.3
2004,9,68.3
2004,1,67.4
2004,11,68.3
2004,12,69.9
2005,1,69.5
2005,2,72.2
2005,3,69.4
2005,4,73.6
2005,5,72.3
2005,6,73.7
2005,7,73.3
2005,8,75.2
2005,9,73.1
2005,1,74.8
2005,11,74.3
2005,12,73.6
2006,1,75.9
2006,2,75.1
2006,3,75.8
2006,4,75.9
2006,5,77.2
2006,6,78.8
2006,7,79.5
2006,8,79.2
2006,9,80
2006,1,81.1
2006,11,82
2006,12,84.2
2007,1,84
2007,2,84.6
2007,3,85.9
2007,4,85.2
2007,5,88.4
2007,6,87.5
2007,7,88.9
2007,8,90.7
2007,9,91.4
2007,1,90.8
2007,11,92.1
2007,12,90.3
2008,1,91.4
2008,2,90.8
2008,3,88.3
2008,4,92.5
2008,5,89.4
2008,6,88.2
2008,7,86.8
2008,8,88.4
2008,9,89.3
2008,1,89.8
2008,11,90.8
2008,12,91.5
2009,1,91.5
2009,2,92.2
2009,3,92.6
2009,4,93.9
2009,5,92.6
2009,6,92
2009,7,94.1
2009,8,94.3
2009,9,93.8
2009,1,94.8
2009,11,93.9
2009,12,95.7
2010,1,95.6
2010,2,95.5
2010,3,97.7
2010,4,95.4
2010,5,95.2
2010,6,97.6
2010,7,97.8
2010,8,97.3
2010,9,100.4
2010,1,96.3
2010,11,99.8
2010,12,99.2
2011,1,99.1
2011,2,100.3
2011,3,100.2
2011,4,102.7
2011,5,102.9
2011,6,104.2
2011,7,103.7
2011,8,104.4
2011,9,104.2
2011,1,105
2011,11,105.6
2011,12,106.7
2012,1,108.7
2012,2,107
2012,3,109
2012,4,109
2012,5,110
2012,6,109.9
2012,7,111
2012,8,112.3
2012,9,113.5
2012,1,114
2012,11,113.6
2012,12,114.9
2013,1,116.2
2013,2,118.4
2013,3,115.7
2013,4,119.7
2013,5,119.6
2013,6,120.7
2013,7,121.5
2013,8,123.1
2013,9,120
2013,1,126.6
2013,11,127
2013,12,127.3
2014,1,127.6
2014,2,130.2
2014,3,131.9
2014,4,130.2
2014,5,133.9
2014,6,133.8
2014,7,131.5
2014,8,134
2014,9,134
2014,1,134.2
2014,11,137.8
2014,12,138.7
2015,1,139.2
2015,2,141.1
2015,3,145.7
2015,4,138.9
2015,5,144.5
2015,6,146.9
2015,7,149.6
2015,8,149.5
2015,9,150.3
2015,1,150.9
2015,11,151.8
2015,12,153.9
2016,1,154
2016,2,153.5
2016,3,150.7
2016,4,162.9
2016,5,157.8
2016,6,160
2016,7,161.1
2016,8,158.1
2016,9,159.9
2016,1,164.5
2016,11,159
2016,12,160.4
2017,1,164.3
2017,2,162.4
2017,3,166.8
2017,4,166.9
2017,5,167.7
2017,6,167.4
2017,7,168.3
2017,8,169
2017,9,167.6
2017,1,170.7
2017,11,172.2
2017,12,172.5
2018,1,171.6
2018,2,173.5
2018,3,172.5
2018,4,176.6
2018,5,174.6
2018,6,174.5
2018,7,176.6
2018,8,174.9
2018,9,176.4
2018,1,174.2
2018,11,175.7
2018,12,177.7
2019,1,179
2019,2,182.1
2019,3,181.7
2019,4,179.9
2019,5,181
2019,6,181.5
2019,7,179.6
2019,8,185.9
2019,9,184.7
2019,1,183
2019,11,184.7
2019,12,184.4
2020,1,186.1
2020,2,187.2
2020,3,150.5
2020,4,31.2
2020,5,181.6
2020,6,220.7
2020,7,215
2020,8,187.9
2020,9,203.7
2020,1,203
2020,11,202.3
2020,12,196.7
2021,1,200.3
2021,2,193.2
2021,3,202.4
2021,4,201
2021,5,212.3
2021,6,212.8
2021,7,214.2
2002,1,197.6
2002,11,194.7
2002,12,204.9
2003,1,206
2003,2,218.5
2003,3,208.3
2003,4,198.7
2003,5,192.7
2003,6,192.5
2003,7,202.3
2003,8,205
2003,9,205
2003,1,208.1
2003,11,228.1
2003,12,249.3
2004,1,252.3
2004,2,246.2
2004,3,257
2004,4,260.1
2004,5,270.8
2004,6,270.2
2004,7,265.7
2004,8,272
2004,9,277
2004,1,284.4
2004,11,290.6
2004,12,281.6
2005,1,286.6
2005,2,294.4
2005,3,296.8
2005,4,301.7
2005,5,291.3
2005,6,303.1
2005,7,311.9
2005,8,322.1
2005,9,335.1
2005,1,341.4
2005,11,333.3
2005,12,327
2006,1,346.4
2006,2,358.7
2006,3,356.2
2006,4,371.3
2006,5,387.8
2006,6,387.1
2006,7,390.5
2006,8,386.4
2006,9,364.8
2006,1,352.4
2006,11,354.3
2006,12,364.7
2007,1,359.6
2007,2,365.6
2007,3,368.3
2007,4,369.3
2007,5,369.1
2007,6,368.9
2007,7,368.2
2007,8,371.8
2007,9,390.4
2007,1,403.1
2007,11,432.4
2007,12,436.2
2008,1,442.6
2008,2,430
2008,3,438.2
2008,4,446.4
2008,5,472.6
2008,6,483.6
2008,7,491.8
2008,8,478.3
2008,9,478.9
2008,1,462.3
2008,11,412.8
2008,12,383.9
2009,1,380.1
2009,2,406.9
2009,3,389.5
2009,4,386
2009,5,384.7
2009,6,400
2009,7,394.5
2009,8,408.6
2009,9,409.4
2009,1,403.3
2009,11,426.8
2009,12,427.5
2010,1,438.1
2010,2,441
2010,3,444.5
2010,4,444.1
2010,5,437.2
2010,6,429.8
2010,7,432.8
2010,8,433.3
2010,9,439.2
2010,1,455.7
2010,11,466.5
2010,12,486.6
2011,1,498.6
2011,2,503.4
2011,3,500.4
2011,4,520.8
2011,5,497.4
2011,6,484.9
2011,7,485.9
2011,8,487.1
2011,9,492.4
2011,1,518.3
2011,11,528.6
2011,12,531.2
2012,1,537.7
2012,2,533.7
2012,3,532.7
2012,4,552.1
2012,5,549.5
2012,6,529.7
2012,7,529
2012,8,579.5
2012,9,589.4
2012,1,586.3
2012,11,579.7
2012,12,581.9
2013,1,590.5
2013,2,603
2013,3,621.1
2013,4,610.1
2013,5,611.5
2013,6,628.1
2013,7,659.6
2013,8,646.2
2013,9,652.1
2013,1,636.1
2013,11,645.9
2013,12,661.5
2014,1,659.4
2014,2,666.4
2014,3,654.5
2014,4,653
2014,5,654.7
2014,6,647.9
2014,7,637.3
2014,8,643.2
2014,9,636.2
2014,1,642
2014,11,623.7
2014,12,597
2015,1,558.4
2015,2,575.7
2015,3,584.4
2015,4,585.3
2015,5,610.2
2015,6,618.4
2015,7,625.7
2015,8,613
2015,9,602.1
2015,1,596.9
2015,11,595
2015,12,587.2
2016,1,566.2
2016,2,560.4
2016,3,567
2016,4,575.7
2016,5,572.6
2016,6,587.9
2016,7,579.6
2016,8,573.2
2016,9,576
2016,1,591.9
2016,11,594.3
2016,12,617.9
2017,1,627.6
2017,2,636.9
2017,3,620.5
2017,4,621
2017,5,614.5
2017,6,592.8
2017,7,572.7
2017,8,587.9
2017,9,593.9
2017,1,596.8
2017,11,623.9
2017,12,651.4
2018,1,646
2018,2,637.8
2018,3,639.3
2018,4,628.5
2018,5,642.3
2018,6,658.2
2018,7,640.6
2018,8,661.6
2018,9,664.8
2018,1,673.4
2018,11,619.4
2018,12,584.8
2019,1,575.9
2019,2,580.8
2019,3,588.4
2019,4,604
2019,5,602.1
2019,6,583.2
2019,7,578.5
2019,8,575.9
2019,9,579.6
2019,1,579.5
2019,11,595
2019,12,593.2
2020,1,593.7
2020,2,592
2020,3,482.5
2020,4,188.6
2020,5,397.8
2020,6,497.1
2020,7,524.7
2020,8,476.1
2020,9,510.3
2020,1,515.7
2020,11,502.9
2020,12,516.1
2021,1,516.5
2021,2,513.8
2021,3,522.7
2021,4,548.1
2021,5,560
2021,6,569.6
2021,7,574.9
2002,1,578.4
2002,11,565.9
2002,12,571.2
2003,1,580.1
2003,2,581.2
2003,3,581.3
2003,4,575.4
2003,5,610.3
2003,6,617.6
2003,7,631.6
2003,8,631.6
2003,9,656.8
2003,1,657
2003,11,671.5
2003,12,680
2004,1,705.5
2004,2,700.2
2004,3,724.4
2004,4,728.5
2004,5,725.3
2004,6,744.3
2004,7,732.8
2004,8,747.4
2004,9,752.8
2004,1,754.7
2004,11,756.8
2004,12,770.2
2005,1,753.6
2005,2,770.9
2005,3,754.6
2005,4,789.3
2005,5,765.2
2005,6,784.8
2005,7,797
2005,8,803.5
2005,9,798.8
2005,1,802.5
2005,11,818.6
2005,12,822.1
2006,1,827.2
2006,2,842
2006,3,858.1
2006,4,856.5
2006,5,866.1
2006,6,857.6
2006,7,872.4
2006,8,882.5
2006,9,883.3
2006,1,901.8
2006,11,916.9
2006,12,927.6
2007,1,933.4
2007,2,942.5
2007,3,952.7
2007,4,948.4
2007,5,969.3
2007,6,970.8
2007,7,977.7
2007,8,975.2
2007,9,985.7
2007,1,997.6
2007,11,1007.9
2007,12,1021.6
2008,1,1025.9
2008,2,1016.6
2008,3,996
2008,4,1045.4
2008,5,1026.8
2008,6,1021.6
2008,7,1023.6
2008,8,1020.7
2008,9,1050.2
2008,1,1055.3
2008,11,1006.9
2008,12,973.3
2009,1,984.9
2009,2,991.9
2009,3,995.7
2009,4,1004.9
2009,5,1011.7
2009,6,1019
2009,7,1033.1
2009,8,1030.2
2009,9,1045.9
2009,1,1040.1
2009,11,1020.8
2009,12,1037.5
2010,1,1059.9
2010,2,1044.8
2010,3,1059.5
